tweeet_1_type,tweeet_1_text,tweeet_2_type,tweeet_2_text,tweeet_3_type,tweeet_3_text,tweeet_4_type,tweeet_4_text,tweeet_5_type,tweeet_5_text,tweeet_6_type,tweeet_6_text,tweeet_7_type,tweeet_7_text,tweeet_8_type,tweeet_8_text,tweeet_9_type,tweeet_9_text,tweeet_10_type,tweeet_10_text
tweet,@nycexpatmom 5) Allow FED to buy UST for 15 years and let them expire on their BS (This will reduce US debt but will also reduce confidence in UST). I think this is better for long term US growth,tweet,@MiamiDadeFire I hope everyone on the island is safe and get back up on their feet as soon as possible.,tweet,@DouglasLukasik The only thing they are focusing on right now if why SW FL issued mandatory evacuation was issued just a day before the hurricane.,tweet,@CryptoGodJohn NYC is a shit show. (Except that very nice 5% of the city),retweet,"Potential PO3 on ETH.

#Ethereum https://t.co/oWxtVgGeOX",tweet,@MariusCrypt0 ADA isn’t going anywhere,tweet,"@I_Am_The_ICT My request is on hold, haven’t been denied yet. Says it will take 24 hours",tweet,"@AndyHarrisFan 3,5 &amp; 7",tweet,"@espadadefidel @concious_a @RavenBeard_PLBG @SamRamani2 Lol, wtf? Have you ever been to cuba or that read some commie blog operated by cuba?",tweet,"@52kskew Pound-Dollar Parity, 80c Euro and 175 JPY, all incoming."
tweet,There girls want us.(;,tweet,When she rub my body&gt;&gt;&gt;,tweet,"2k all day
#bum",tweet,🍻🍺👌,tweet,Shower&gt;&gt;&gt;&gt;,tweet,😘,retweet,#EasilyAttractedTo athletic girls &gt;&gt;&gt;😍😻🏀⚽🏃💨,tweet,It's hard to say I trusted you in the first place. Now you fucked it up👌,tweet,Dirty,retweet,@DLewis_24 I'll hold you up on that
tweet,"@JoshShapiroPA Josh Shapiro is running on killing babies, and that's satanic in case anyone doesn't know that. https://t.co/iivm9nyty7",tweet,@Timcast Josh Shapiro is a smaller more contained but more evil Fetterman,retweet,IT IS OFFICIALLY MASTRIANO MONDAY!!!,favorite,@JoshShapiroPA You're too dangerous for children https://t.co/359NWWL4Ii,tweet,@still4romney Who is Josh here? https://t.co/CxGQnb4FB6,tweet,"Every other TV commercial in PA be like ""don't vote for Mastriano cause he won't kill enough babies wahahahahahaaaa"" https://t.co/TP12CZeJIL",tweet,@korauth314 @LilaGraceRose No abortion saves lives. A very small fraction of them kill/save a net zero of lives.,tweet,@MeghanMcCain You're poison,retweet,"BREAKING: New ad just dropped in PA on the vaccine mandates and Josh Shapiro 

It doesn’t have to be this way, Pennsylvania https://t.co/I3pnLx4RFr",tweet,@JoshShapiroPA Your extremist position of abortion until birth is surely your most important issue based on what yo… https://t.co/ah7wsXaFH0
tweet,Bartolo is quite nifty with the bat. Tie game!,tweet,@KTAR923 declares victory for @SenJohnMcCain in GOP primary over Kelli Ward,tweet,@MSASports Boys Basketball: Charleroi 73 - Bentworth 30 Final #MSAscores,tweet,Still waiting on Trump here in Fountain Hills @KTAR923 https://t.co/FrBsFVYDSw,tweet,"So disappointing, great effort by the USA ladies, but not meant to be",tweet,@dougducey announcing Lucid Motors bringing electric vehicle plant to Casa Grande @KTAR923 https://t.co/UyP3HQK9XX,tweet,"Tough to see it end, but what a year. We even saw playoff baseball at PNC! The Buccos made the city of Pittsburgh very proud",tweet,Go @ussoccer! Who are you rooting for? https://t.co/AqWTUUk95u #WorldCup,tweet,What the hell just happened. Go to Beast Mode. Heartbreaking way to lose a Super Bowl,tweet,"Long line of voters at South Mountain Community Center, around 300 or so total waiting outside @KTAR923 https://t.co/2NAx77nk6r"
tweet,"@raineyrainbows This was the one good thing about places like walmart being open 24 hours, going at 2 am when no one else is around was good.",tweet,@fullanarchy Thank you!!! ♡ it was so hard to get them symmetrical 😆,retweet,"dear ppl who think they are being criticised for sharing their personal negative experience with psych drugs, 
is t… https://t.co/PMliWTpyl6",retweet,"i’m begging all grocery stores to have autistic hours. lower to no music. lower lighting. lower capacity. 
grocery shopping is a sensory nightmare and i have to fight a meltdown every time i go.",favorite,"@awesomebrandi Mixed. The idea of  finding the genetic links is really cool to me, though the reality of that is pr… https://t.co/YV8Q65SJKh",tweet,@FaranLeeElowyn Same 😂😭 icy hands club,tweet,@amanojt AWE! Sounds like she might be similar to me and u. I could not really read until later in elementary schoo… https://t.co/8IavJUgnB8,tweet,"My insurance app thinks I'm driving the train or something 😑😂 please conductor, drive safe, my insurance rate depends on it apparently lol. 🙄",retweet,"if ur white, you have zero ground to call yourself anti-racist, that’s not a title you can just give to yourself. w… https://t.co/zZVmUKHuJw",tweet,@Artsy_Marxist You are making me wanna leave this shithole of a state they call AZ 😭😍 seriously jealous of you comr… https://t.co/Cwoin2S0mg
tweet,"Go out get an education, set real life goals, and have determination. You can get any hoe by flexing money and drugs but you not gonna get a real ass WOMEN by doing that. If not for love, do it to better yourself. 

Thanks for coming to my ted talk.",retweet,"Sorry to disturb your scrolling, we don’t know each other but I wish you all the best in life and may all things work out in your favor",retweet,"Don't just pass by, Retweet if He has never failed you. https://t.co/7SzEitjrYN",favorite,Figured out my living situation for next year and can I just say I CANT WAIT TO BE BACK ON CAMPUS 😭😭 need some excitement in my life.,retweet,"sometimes a mf dont even love you for real. they just know you a good person and they would hate to see you loving another person, the way you loved them ‼️ Happiness over history babyyy ...LET THAT TOXIC SHIT GO .",tweet,"Idk how imma go back to regular classes after all this is over like dawg I don’t even want to get up to grab my laptop 5 ft away from me and log on to zoom! You telling me imma have to get up, GET DRESSED, and walk A MILE across campus just to get to class at 8 am. Whew Chile🤧",retweet,If we can’t sing R&amp;B music dramatically together then you not for me,tweet,Yk that saying “sticks and stones may break my bones but words will never hurt me” yeah that was some straight bs. Words hurt just as bad or worse. You can heal from bruises and scrapes but them words play on a constant loop in your mind forever.,tweet,@msjazmynewright Okayyyy ❤️,retweet,So Breonna’s family got paid for wrongful death but then they said no one is wrong for her death?? I am confused &amp; exhausted.
retweet,Here is Governor Hogan’s Executive order allowing alcohol take out and delivery from bars and restaurants @wjz… https://t.co/p4NvPAZEtw,retweet,President Donald Trump said Saturday that he had spoken with some governors and was considering some type of an enf… https://t.co/PIbyKQVJ9w,retweet,"Today, I signed Executive Order No. 50, which extends the State of Emergency in Tennessee to Aug. 29, and promotes… https://t.co/1E2tNLOqwT",retweet,"Is #GameFi the answer to #unemployment? 📉

Traditional jobs ❎
GameFi alternative wage ✅

🎮 Many gamers earn a living wage through #blockchain games ⛓️
#nfts #cryptogames #BlockchainGaming #web3 #meta #employment #gamingcommunity

https://t.co/9rQd6Jo6JJ",tweet,A bill that gives #LawEnforcement the power to have a vehicle towed if the driver does not have a valid driver’s li… https://t.co/vtObRDcXak,tweet,"Lawmakers in #NewJersey advance bill that would ban single use plastic, paper bags and polystyrene products; violat… https://t.co/QUQOuLcX68",retweet,Maryland lawmakers say they’re focused on police reform ahead of next year’s legislative session. https://t.co/iNmbCX0fFd,retweet,Massachusetts Will Count Votes Of Anyone Who Dies After Voting Early In 2020 https://t.co/UObIl0fGH5,retweet,"At some point, we will once again turn our attention to infrastructure and broadband, and when we do, these bonds w… https://t.co/4l9xYDkJ7E",retweet,#BREAKING ATLANTA (AP) -- Georgia's March 24 presidential primaries have been postponed until May because of fears… https://t.co/77DrLfCYZ0
tweet,I'm half an hour early to class and I'm so bored,retweet,"by the way. sauron is an eldritch being from before the dawn of time, he transcends gender, and therefore no matter… https://t.co/u2mPXqQYLu",retweet,@cleopatroclus omg look a new article! it just dropped! /lh /pos https://t.co/tm1Oi0AxAc,tweet,I'm not saying I'm holding you at gun point BUT if I were what would your answer be 🔫🔫 https://t.co/oD9nk6Hxe3,favorite,@STR1G1FORMES *does a little dancy dance* thank you thank youuu&lt;33,tweet,sorry to complain on the tl I just really fucking hate my irls,tweet,i just don't share information anymore 😔 https://t.co/hUpoo2ObTk,tweet,VOTE JULIAN BASHIR https://t.co/2TsYV3Ds4p,tweet,@wlweleven1 mine is whistling like a birdie,tweet,@softbred YOU GET IT
tweet,@CalamityDoge @diligentsesame Who’s “us” 👀,retweet,Who did this 😭😭 http://t.co/xNfnBJJyED,retweet,Stoked for the movie Selma. I'm a huge Selma Hayek fan and want to see her life story.,favorite,@CalamityDoge You’re out of control.,tweet,@JScottCampbell @emeraldcitycon come come come,retweet,My grandma pulled the funniest prank. She swallowed 5 eight balls of coke and machete'd my moms head off. We're sobbing laughing.,tweet,Are we dumb for being in school this long?,tweet,@seanjwagner @alex__lynch I ate your gluten free pizza once,tweet,#starwars,tweet,There’s something about Mud Bay employees that just
tweet,https://t.co/jAnES2qwOF,tweet,"A shy, gay, North Dakotan and a Jayne Mansfield drag queen take on love and life in Washington, DC. Can a drag fairy godmother help this noob find his adult self – and maybe his life partner? #DVPit #Fiction",retweet,"Jim has been on this earth for 90 years and one day.
https://t.co/Cz27HkV9nt
#LGBTQ #Fiction #Transgender #Humanity #Fable",tweet,"I just published When Faced with the Past, the Strongest Man Cries https://t.co/7Q4A4daCY7",tweet,"A cautionary tale for our divided times. @prismnpen @Medium @MediumCreators #fiction #LGBT #Christianity #compassion 
https://t.co/VeK7ZSqjQB",tweet,"@DevonESawa I had a crush on you, too. So happy to see the man you have grown to be. Thanks for speaking out for the truth, @DevonESawa",retweet,If something is bothering a #Virgo it stays heavy on their mind until they resolve it or walk away from it.,tweet,"My newest short fiction, a fun summer read, is out today. Thanks to everyone for reading. I'm now a TOP WRITER on Medium!
https://t.co/4HPbi3xRln

https://t.co/ZArAGnXULk
@prismnpen
 
@Medium
 
@MediumWriters_
 
@cedarpoint
 #LGBTQ #fiction",retweet,🤔 https://t.co/zHg95v7wns,retweet,"The fact that our ""very stable genius"" president prefers to be briefed about the pandemic by a game show host on Twitter instead of scientists and doctors tells you everything you need to know about how clueless and pathetic the Trump administration is. Trump must be defeated. https://t.co/wruxHuAI8A"
tweet,my humor really not for everybody,retweet,"fuck a breakup, you ever give someone an excuse not to link up and they got solutions 😭",tweet,"don’t tell me u gotta talk to me. 
just say it bc ima have an anxiety attack, lose my apetite, vomit, think of all… https://t.co/CSTlhBsRzU",tweet,@tedd_descardes happy birthdayyy,favorite,I’m not stalk worthy fr like you’ll never know wassup w/ a btch like me I’m too confusing 😭,tweet,"Mindless Behavior actually had a fire EDM song too. all around the world, and the choreography. those mfs were real… https://t.co/xt7HiKVQn8",tweet,I hate the fact that I understand this reference :// https://t.co/NMbaznJzZW,tweet,"stop associating white christianity w God. 
it’s not. 
white people think they are God.",tweet,"also my biggest burdens in life have also become less personal, and more purposeful. I care about social justice &amp; environmental wellness &amp; classism n shit.",retweet,you ever get so bored at work you start doing your job right
retweet,"This is the ""headquarters"" and 80-year-old co-creator of the Website that accidentally transformed criminal investi… https://t.co/DQpSn0MFtp",retweet,@amy_harmon @DocEdge85 Not sure I fully understand what this proposed magical study design is... but it’s unclear t… https://t.co/oanVLJ81VN,tweet,@mbeisen Slings and Arrows,tweet,"Right back at you, @motokorich! And a few more on the #covid19 journo theme: @HelenBranswell @juliaoftoronto… https://t.co/7ykiEVl0BS",tweet,@jessicalustig Thank you. Worked hard on this one - means alot to me coming from you.,retweet,It was weird to be infected with Omicron while writing this story about the weird evolution of Omicron. https://t.co/XfT9Ce2VeG,tweet,@EvanBHenry @KylieQuave ! which forced sterilization advocates have buildings named after them? this is at @uva?,tweet,"@hangingnoodles I see, fair enough.",favorite,.@livia_ar’s 1st NYT byline involves flying cowboy and quote “he’s a strong little booger” -w/the inimitable @jswatz https://t.co/37DtsIO0hx,retweet,I’m not non-binary but I can tell people sometimes have a hard time categorizing my gender &amp;  it stresses them out… https://t.co/Cc7Mc0zWqv
tweet,@iamcmai Good movie,tweet,@WayneBreezie 96,tweet,@MLBONFOX @SNYtv Catch of the year,tweet,@coreyacj09w @SadNinerFan_ @SadNinersFan_ @NFL The entire O line and 3/4 of the starters on defense weren’t playing for the 9ers…,tweet,@NBAMemes https://t.co/HdLniqkRRI,tweet,@june99555 @secret_nomad @gswchris Curry blocked Ja’s drive and Klay sealed the game running Ja literally out of bo… https://t.co/JaWFzNGfAZ,tweet,@MaioccoNBCS Daron Payne,tweet,"@_itsvio @EvanSowards Jimmy G threw that INT at the KC 5 yard line tho. It was 14-13 with the 9ers moving in for a score. Changed the momentum, gave Mahomes another chance, made the 9ers defense work some more.",tweet,@SieraSantos Take me with you,tweet,@warriorsworld Dubs XL
favorite,@Timcast Darth Sniff,tweet,@JoyAnnReid @marcorubio 😂🤣😅🤦‍♂️,retweet,"@POTUS Nobody forced idiots to get a college loan, you forced people to shut their businesses down. That’s the difference you kid diddlers.",tweet,Where’d all the Ukraine flags go?,tweet,@realDailyWire 😂🤣😅🤦‍♂️,tweet,@thevivafrei @Liz_Cheney @RepLizCheney Isn’t that the pair? Epstein’s failed story meets the last of the Warmongers… https://t.co/yRfMsZSoyt,tweet,@AnnLesbyPhD How are you so smart?,tweet,This is called putting lipstick on a pig. The pig is still ugly and those old people are already dead. https://t.co/Hx4ciBpMPz,tweet,@ElijahSchaffer That’s a kid fucking lizard person if I’ve ever seen one. Flew this son of a bitch in from gargantu… https://t.co/Q8xoh7BPFu,tweet,@Styx666Official Yeah he sucks. But the pools of oil is more complicated than that. We were drilling our best shit… https://t.co/vPiEE8rMv1
retweet,"Oh, and he dodged the draft a bunch of times then said soldiers with PTSD aren't strong enough.",tweet,Definitely.,tweet,@ElenondRPG It’s making me get back into Magic,favorite,"@ElenondRPG No, that's the door to Atlantis. I'm pretty sure you're just posting pictures from my favorite works of fiction.",retweet,"Just about an hour ago, police officers shove man in Niagara Square to the ground (WARNING: Graphic). Video from: @MikeDesmondWBFO https://t.co/JBKQLvzfET",retweet,"Bear Advice: Don't stop being a bear.

This has been #bearadvice
I am a bear.",tweet,@metromanda explains everything,retweet,Trans people exist.,tweet,@contrecrema Make sure you manually save. I relied on autosaves and got stuck on a boss that I could not beat because of level and lost about 20 hours haven't gone back since.,tweet,@GailSimone https://t.co/D3dlTwEQmC
tweet,"Courage and cowardice are a matter of momentum.

#SunTzu https://t.co/wOYcMU4xuT",tweet,Rewards for good service should not be deferred a single day. #SunTzu #FridayFeeling https://t.co/rL8jqq4dVm,tweet,"Hold out baits to entice the enemy. Feign disorder, and then crush them.

#SunTzu https://t.co/OzlzsAhjFk",favorite,"You may advance and be absolutely irresistible, if you make for the enemy's weak points.

#SunTzu https://t.co/c6wv98r66m",favorite,"The essential factor in warfare is speed. 

#SunTzu
#HappyValentinesDay https://t.co/3X5KO5Pasw",tweet,"The expert in battle moves the enemy, and is not moved by him. #SunTzu #TuesdayMotivation #TuesdayTip https://t.co/nDsqPjqVFJ",tweet,"If there is disturbance in the camp, the general's authority is weak.  #SunTzu #wednesdaywisdom #quoteoftheday https://t.co/tedNYjMecU",tweet,There are roads which must not be followed... #SunTzu #ThursdayThought #quote https://t.co/PrwE6guRK7,tweet,"The skillful General subdues the enemy's troops without any fighting, captures their cities without laying siege to… https://t.co/h4LRgHHDPW",tweet,"The side on which the General is able and the ruler does not interfere will take the victory.

#SunTzu https://t.co/rKuZFTEfKK"
tweet,@NancyLizette3 Good morning nancy lisset mi DOBTIMS hermoxa,tweet,Ok.,tweet,@MundoOpi hermosa toma del Eclipse,tweet,@ScottLewallen @JohnLegere @TMobile @RuPaulsDragCon @Leandro_Casti @cocodontplay,tweet,@marcelozarate1 no hay xq  marcelo zarate.buenas noches,favorite,@TuiterHits @Franperezfelipe Jajaja Como van a pesar lo mismo si el recipiente es un cubo,tweet,@lbloom6391 hello there,tweet,@pacolilipelo @JelvinBEBO,tweet,"@ReneOficialMeme jajajaja,Rana está buena por lo de buchaca jejejeje",tweet,@joanne_argent your welcome dear
tweet,"Amazing stream today, the support is unreal ❤️🥺",tweet,"@IAmMaggBH Gotta save some money right now, but come Christmas time I’ll be doing some setup upgrades to make it extra Pog ;)",tweet,@QzkRL Saw it live 👀,favorite,@Wxozy sorry bud.. https://t.co/A7lvqIvRzJ,retweet,"S
H
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E… https://t.co/GnKFXCc8GJ",tweet,chillest of chill [RT1KF &lt;3] https://t.co/S4sqIsNQBw,retweet,"My Official #FaZe5 Response.
#FaZeScp 

Full video : https://t.co/rAW2Znqhh3 https://t.co/1XHZbbdQKO",tweet,@Acheers17 SAME,favorite,"@katsanaray Wait you play it too LOL, let’s get it",tweet,let's get it! https://t.co/S4sqIsNQBw
retweet,"HISTORY MADE: @kennethmejiaLA delivers his VICTORY speech. 

This was a campaign was run by the people, the youth, those left out by the traditional political process. And we won!! 

A 31 y/o housing activist just took down a career pol backed by the establishment &amp; cops 🥳🎉 https://t.co/L9YWJWVnaF",retweet,@unusual_whales So they charge some media personality more than she made off this scheme but they won’t charge… https://t.co/3psTotlLr2,tweet,"@ImHere4boobies @Alexkramer2001 @lahudkovacibule @wojteklabuc @jdleggcan @nonpostrans @Tendar no, that’s you. don’t project. humans wouldn’t have survived with that bullshit from the start.",tweet,@RALee85 @MazMHussain oh is that why Georgia is also not friendly with Armenia? Their history is one of aggression… https://t.co/vrjBILhW1h,favorite,"One guy’s business plan for a $44 billion over-leveraged purchase is apparently to run around and individually ask people for $8.

Remember that next time you question yourself or your qualifications.",favorite,"every couple months there's a big report that some neonazi org is full of cops, enlisted military, etc etc,and noth… https://t.co/vuUxTm1Fxb",retweet,"Breaking: Sheriff’s deputies are taking boxes from Civilian Oversight Commissioner Patty Giggin’s Los Angeles home,… https://t.co/HFp1AWf97q",favorite,@TravelingSoul23 @tesladude1985 @ProfitsTaken @unusual_whales ceo was a given. i’m talking middle managers. the most useless money suckers are usually are not qualified to give such insight.,retweet,"one of the most disturbing demographic data trends you’ve ever seen. 

the united states—pre-pandemic, mind you—vas… https://t.co/7EeAcnRtyD",tweet,@Sebastokratoras @DrHayada @patsopat1 @AcarUmut bye patriot 🫡    LOL
tweet,"@buckhollywood whats their favorite ""cheat foods"" when theyre not training??",tweet,@NerfKnuckles thems my fancy shoes.,retweet,Funny how some guys can say whatever the fuck they want and others get fired for it.,tweet,@CaZz3000_SS do it.,favorite,@Texas_Stew nah. after the 2009 bagpipe fiasco the local news stations learned its better to not fucks with me.,favorite,@CaZz3000_SS @MisterMyers777 im watching your video sans pants.,tweet,"@Texas_Stew @TedMalakhov good looking out, gentlemen. fyi..im KneebarBuffet on the instagrams.",tweet,@StevieG13 let's just say that I'm acquiring a sight picture.,tweet,@JamisonMoeckel #ItWillHappen Zombie Dust fucked my mouthhole...and I LOVED it. #craftbeer,tweet,. @Coldsteelknives having the right tool for the job makes everything easier. Pt1 #TiLiteVsDeerHindquarter http://t.co/XCXejbpQ
